id,Version,English,English (Europe),German,Spanish,Spanish (US),French,French (US),Italian,Dutch,Chinese,Chinese (Traditional),Japanese,Korean,Russian
Ftr_03976,1.0.0,orange wall-mounted clock,orange wall-mounted clock,Orange-Wanduhr,reloj de pared naranja,reloj de pared naranja,horloge murale orange,horloge murale orange,orologio da muro arancia,sinaasappelwandklok,橘子壁挂钟,橘子壁掛鐘,オレンジのかべかけどけい,오렌지 벽시계,часы-апельсин
Ftr_03977,1.0.0,shell arch,shell arch,Muscheltor,arco conchas marinas,arco caracolas,arche coquillages,arche coquillages,arco conchiglia,schelpenpoort,贝壳拱门,貝殼拱門,かいがらのアーチ,조개 아치,арка из ракушек
Ftr_03978,1.0.0,shell partition,shell partition,Muschel-Wandschirm,mampara conchas marinas,mampara caracolas,paravent coquillages,paravent coquillages,divisorio conchiglia,schelpenscheidingswand,贝壳屏风,貝殼屏風,かいがらのスクリーン,조개 파티션,ширма из ракушек
Ftr_03979,1.0.0,shell stool,shell stool,Muschelhocker,taburete conchas marinas,taburete caracola,siège coquillages,siège coquillage,sgabello conchiglia,schelpenkruk,贝壳凳子,貝殼凳子,かいがらのスツール,조개 스툴,табурет из ракушки
Ftr_03980,1.0.0,shell table,shell table,Muscheltisch,mesa conchas marinas,mesa caracolas,table coquillages,table coquillages,tavolo conchiglia,schelpentafel,贝壳桌,貝殼桌,かいがらのテーブル,조개 테이블,стол из ракушки
Ftr_03982,1.0.0,shell fountain,shell fountain,Muschel-Springbrunnen,fuente conchas marinas,fuente caracolas,fontaine coquillages,fontaine coquillage,fontana conchiglia,schelpenfontein,贝壳喷泉,貝殼噴泉,かいがらのふんすい,조개 분수,фонтан из ракушек
Ftr_03983,1.0.0,shell bed,shell bed,Muschelbett,cama conchas marinas,cama caracolas,lit coquillages,lit coquillage,letto conchiglia,schelpenbed,贝壳床铺,貝殼床鋪,かいがらのベッド,조개 침대,кровать из ракушки
Ftr_03984,1.0.0,shell lamp,shell lamp,Muschellampe,lamparita conchas marinas,lamparita caracolas,lampe coquillages,lampe coquillage,lampada conchiglia,schelpenlamp,贝壳灯,貝殼燈,かいがらのランプ,조개 램프,лампа из ракушки
Ftr_03986,1.0.0,wall-mounted TV (20 in.),wall-mounted TV (20 in.),20-Zoll-Wandfernseher,"tele LCD de 20"" para pared","tele LCD de 20"" para pared","télé murale (20"")","télé murale (20"")",TV a LED a muro (20 pollici),tv aan de muur (20 inch),20寸壁挂式电视,壁掛式電視 20吋,かべかけテレビ 20インチ,20인치 벽걸이 TV,"настенный ЖК-ТВ (20"")"
Ftr_03987,1.0.0,wall-mounted phone,wall-mounted phone,Wandtelefon,teléfono digital de pared,teléfono digital de pared,téléphone mural,téléphone mural,telefono a muro,wandtelefoon,壁挂式电话,壁掛式電話,かべかけでんわ,벽걸이 전화기,настенный телефон
Ftr_03991,1.0.0,festive tree,festive tree,Tannenbäumchen,arbolito festivo,arbolito festivo,sapin décoré,sapin décoré,alberello festivo,feestboom,可爱圣诞树,可愛聖誕樹,かわいいクリスマスツリー,귀여운 크리스마스트리,праздничная елка
Ftr_03992,1.0.0,key holder,key holder,Schlüsselbrett,portallaves,portallaves,panneau à clés,panneau à clés,bacheca portachiavi,sleutelbord,钥匙挂钩,鑰匙掛勾,キーハンガー,열쇠 걸이,вешалка для ключей
Ftr_03993,1.0.0,analog kitchen scale,analog kitchen scale,Analog-Küchenwaage,báscula de cocina con plato,balanza de cocina con plato,balance de cuisine,balance de cuisine,bilancia analogica da cucina,keukenweegschaal,料理秤,料理秤,キッチンスケール,주방용 저울,механические весы
Ftr_03995,1.0.0,cute DIY table,cute DIY table,Bonbon-Werkbank,banco de bricolaje cuqui,mesa de taller adorable,table de bricolage mimi,table de bricolage cute,banco da lavoro grazioso,schattige werkbank,可爱DIY桌,可愛DIY桌,キュートなDIYテーブル,큐트 DIY 테이블,милый верстак
Ftr_03996,1.0.0,cute wall-mounted clock,cute wall-mounted clock,Bonbon-Wanduhr,reloj de pared cuqui,reloj de pared adorable,horloge murale mimi,horloge murale cute,orologio da parete grazioso,schattige klok,可爱壁挂钟,可愛壁掛鐘,キュートなかべかけどけい,큐트 벽시계,милые настенные часы
Ftr_03997,1.0.0,cute wardrobe,cute wardrobe,Bonbon-Schrank,armario cuqui,armario adorable,armoire mimi,armoire cute,armadio grazioso,schattige kledingkast,可爱衣柜,可愛衣櫃,キュートなクロゼット,큐트 옷장,милый шкаф
Ftr_03998,1.0.0,cute sofa,cute sofa,Bonbon-Sofa,sofá cuqui,sofá adorable,canapé mimi,canapé cute,sofà grazioso,schattige bank,可爱沙发,可愛沙發,キュートなソファ,큐트 소파,милый диван
Ftr_03999,1.0.0,cute chair,cute chair,Bonbon-Stuhl,silla cuqui,silla adorable,chaise mimi,chaise cute,sedia graziosa,schattige stoel,可爱椅,可愛椅,キュートなチェア,큐트 체어,милый стул
Ftr_04000,1.0.0,cute tea table,cute tea table,Bonbon-Tisch,mesita cuqui,mesita adorable,table ronde mimi,table ronde cute,tavolo da tè grazioso,schattige theetafel,可爱茶桌,可愛茶桌,キュートなティーテーブル,큐트 티 테이블,милый чайный стол
Ftr_04001,1.0.0,cute vanity,cute vanity,Bonbon-Frisiertisch,tocador cuqui,tocador adorable,coiffeuse mimi,coiffeuse cute,toletta graziosa,schattige make-uptafel,可爱梳妆台,可愛梳妝台,キュートなドレッサー,큐트 화장대,милое трюмо
Ftr_04002,1.0.0,cute floor lamp,cute floor lamp,Bonbon-Stehlampe,lámpara de pie cuqui,lámpara de pie adorable,lampe à pied mimi,lampe à pied cute,lampada graziosa,schattige staande lamp,可爱落地灯,可愛落地燈,キュートなフロアランプ,큐트 플로어 스탠드,милый торшер
Ftr_04003,1.0.0,cute music player,cute music player,Bonbon-CD-Spieler,lector de CD cuqui,lector de CD adorable,lecteur audio mimi,lecteur audio cute,stereo grazioso,schattige cd-speler,可爱音频播放器,可愛音樂播放器,キュートなオーディオプレーヤー,큐트 오디오 플레이어,милый магнитофончик
Ftr_04006,1.0.0,climbing wall,climbing wall,Kletterwand,pared de escalada,pared para escalar,mur d'escalade,mur d'escalade,parete da arrampicata,klimmuur,攀岩墙,攀岩牆,クライミングウォール,클라이밍 월,стена для лазания
Ftr_04008,1.0.0,kettle bathtub,kettle bathtub,Kesselbad,bañera caldero,bañera caldero,baignoire marmite,baignoire marmite,calderone da bagno,ketelbad,五右卫门泡澡桶,五右衛門泡澡桶,ごえもんぶろ,가마솥 욕조,котел для купания
Ftr_04009,1.0.0,cordless phone,cordless phone,Schnurlostelefon,teléfono inalámbrico,teléfono inalámbrico,téléphone sans fil,téléphone sans fil,telefono senza fili,draadloze telefoon,无线电话,無線電話,コードレスでんわ,무선 전화기,беспроводной телефон
Ftr_04011,1.0.0,cherry speakers,cherry speakers,Kirschenlautsprecher,altavoz cereza,altavoz cereza,haut-parleur cerise,haut-parleur cerise,set di altoparlanti ciliegia,kersenspeakers,樱桃广播喇叭,櫻桃廣播喇叭,さくらんぼのスピーカー,체리 스피커,динамики-вишни
Ftr_04012,1.0.0,cherry lamp,cherry lamp,Kirschenlampe,lámpara cereza,lámpara cereza,lampe cerise,lampe cerise,lampada ciliegia,kersenlamp,樱桃灯,櫻桃燈,さくらんぼのランプ,체리 램프,светильник-вишни
Ftr_04013,1.0.0,punching bag,punching bag,Sandsack,saco de boxeo,saco de boxeo,sac de frappe,sac de frappe,sacco da boxe,bokszak,沙包,沙包,サンドバッグ,샌드백,боксерская груша
Ftr_04014,1.0.0,folding floor lamp,folding floor lamp,Flexi-Stehlampe,lámpara de pie articulada,lámpara de pie articulada,lampe de sol articulée,lampe de sol articulée,lampada pieghevole,verstelbare staande lamp,灯罩落地灯,燈罩落地燈,アームのフロアランプ,관절형 플로어 스탠드,коленчатый торшер
Ftr_04015,1.0.0,shower booth,shower booth,Duschkabine,cabina de hidromasaje,cabina ducha,cabine de douche,cabine de douche,box doccia,vierkante douchecabine,淋浴间,淋浴間,シャワーブース,샤워 부스,кабина-душевая
Ftr_04016,1.0.0,lab-experiments set,lab-experiments set,Laborset,equipo de laboratorio,equipo de laboratorio,kit de chimie,kit de chimie,kit da laboratorio,laboratoriumset,实验组合,實驗組合,じっけんセット,실험 세트,набор для экспериментов
Ftr_04017,1.0.0,shower set,shower set,Duschset,ducha de manguera,ducha de manguera,colonne de douche,colonne de douche,gruppo doccia,douchekop,淋浴组合,淋浴組合,シャワーセット,샤워 세트,душевой гарнитур
Ftr_04019,1.0.0,stand mixer,stand mixer,Rührmaschine,batidora amasadora,batidora amasadora,robot de cuisine,robot de cuisine,impastatrice,mixer,直立式搅拌机,直立式攪拌機,スタンドミキサー,스탠드 믹서,миксер
Ftr_04023,1.0.0,pants press,pants press,Hosenbügler,plancha para pantalones,plancha para pantalones,presse-pantalon,presse-pantalon,pressa per pantaloni,broekenpers,熨裤机,熨褲機,ズボンプレッサー,팬츠 프레스,пресс для глажки брюк
Ftr_04025,1.0.0,unglazed dish set,unglazed dish set,Keramikgeschirr,servicio de mesa de barro,servicio de mesa de barro,vaisselle en terracotta,vaisselle en terracotta,set da tavola non smaltato,aardewerken servies,素烧碗盘,素燒碗盤,すやきのしょっき,질그릇 세트,неглазурованная посуда
Ftr_04026,1.0.0,utility sink,utility sink,Spüle,pila de servicio,fregadero de servicio,évier utilitaire,évier utilitaire,lavabo industriale,metalen wasbak,清洗用水槽,清洗用水槽,スロップシンク,청소용 개수대,хозяйственная мойка
Ftr_04027,1.0.0,floral swag,floral swag,Blumengebinde,ramillete colgante,ramillete colgante,bouquet mural,bouquet mural,addobbo floreale,hangende bloemstukje,倒挂干燥花,倒掛乾燥花,スワッグ,벽걸이 드라이플라워,сухой букет
Ftr_04028,1.0.0,retro radiator,retro radiator,Heizung,radiador calefacción central,radiador calefacción central,chauffage central,chauffage central,riscaldamento centralizzato,radiator,中央暖气,中央暖氣,セントラルヒーティング,라디에이터,центральное отопление
Ftr_04029,1.0.0,rotary phone,rotary phone,Wählscheibentelefon,teléfono de disco,teléfono de disco,téléphone à cadran,téléphone à cadran,telefono a disco,telefoon met kiesschijf,转盘式电话,轉盤式電話,ダイヤルしきでんわ,다이얼 전화기,дисковый телефон
Ftr_04030,1.0.0,bathroom towel rack,bathroom towel rack,Handtuchhalter,toallero de pared,toallero de pared,porte-serviettes mural,porte-serviettes mural,portasciugamani da bagno,handdoekenrek,毛巾架,毛巾架,タオルラック,욕실 수건 걸이,полка для полотенец
Ftr_04033,1.0.0,traditional tea set,traditional tea set,Gong-Fu-Teeservice,juego de té tradicional,juego de té tradicional,service à thé traditionnel,service à thé traditionnel,servizio da tè classico,traditionele theeservies,中式茶具组合,中式茶具組合,チャイニーズティーセット,전통 티 세트,набор для чаепития
Ftr_04034,1.0.0,scattered papers,scattered papers,Papierchaos,montón de papeles,montón de papeles,tas de papiers,tas de papiers,mucchio di fogli,stel papieren,散乱的纸张,散亂的紙張,ちらばったかみ,널려 있는 종이,бумажный беспорядок
Ftr_04035,1.0.0,log garden lounge,log garden lounge,Baumstammliegestuhl,tumbona leño,tumbona troncos,chaise longue tronc,chaise longue tronc,sdraio tronco,boomstamligstoel,圆木花园躺椅,圓木花園躺椅,まるたのガーデンベッド,통나무 가든 침대,шезлонг из бревен
Ftr_04036,1.0.0,log decorative shelves,log decorative shelves,Baumstammregal,estantería leño,estantería troncos,étagère tronc,étagère tronc,scaffale tronco,boomstamboekenplanken,圆木装饰架,圓木裝飾架,まるたのかざりだな,통나무 쉘프,декорат. полки из бревна
Ftr_04037,1.0.0,log wall-mounted clock,log wall-mounted clock,Baumstammwanduhr,reloj de pared leño,reloj de pared troncos,horloge murale tronc,horloge murale tronc,orologio a muro tronco,boomstamklok,圆木壁挂钟,圓木壁掛鐘,まるたのかべかけどけい,통나무 벽시계,часы из бревна
Ftr_04038,1.0.0,log stool,log stool,Baumstammhocker,taburete leño,taburete troncos,tabouret tronc,tabouret tronc,sgabello tronco,boomstamzitje,圆木凳子,圓木凳子,まるたのスツール,통나무 스툴,табурет из бревна
Ftr_04039,1.0.0,log chair,log chair,Baumstammsessel,sillón leño,sillón troncos,siège tronc,siège tronc,poltrona tronco,boomstamleunstoel,圆木沙发,圓木沙發,まるたのソファ,통나무 소파,кресло из бревен
Ftr_04040,1.0.0,log dining table,log dining table,Baumstamm-Esstisch,mesa de comedor leño,mesa de comedor troncos,table tronc,table tronc,tavolo da cena tronco,boomstameettafel,圆木餐桌,圓木餐桌,まるたのダイニングテーブル,통나무 다이닝 테이블,стол из бревен
Ftr_04041,1.0.0,log bed,log bed,Baumstammbett,cama leño,cama troncos,lit tronc,lit tronc,letto tronco,boomstambed,圆木床铺,圓木床鋪,まるたのベッド,통나무 침대,кровать из бревен
Ftr_04042,1.0.0,log bench,log bench,Baumstammbank,banco leño,banco troncos,banc tronc,banc tronc,panchina tronco,boomstambank,圆木长凳,圓木長椅,まるたのベンチ,통나무 벤치,лавка из бревна
Ftr_04043,1.0.0,log round table,log round table,Baumstammtisch,mesa redonda leño,mesa redonda troncos,table basse tronc,table basse tronc,tavolo tondo tronco,lage boomstamtafel,圆木圆桌,圓木圓桌,まるたのラウンドテーブル,통나무 둥근 테이블,круглый стол из бревен
Ftr_04044,1.0.0,log extra-long sofa,log extra-long sofa,Baumstammsofa,sofá leño,sofá troncos,canapé long tronc,canapé long tronc,divano lungo tronco,boomstamsofa,圆木长沙发,圓木長沙發,まるたのロングソファ,통나무 긴 소파,диван из бревен
Ftr_04045,1.0.0,rattan waste bin,rattan waste bin,Flecht-Papierkorb,papelera de ratán,papelera de mimbre,poubelle jonc,poubelle rotin,cestino per rifiuti di rattan,rotan prullenmand,藤编废纸篓,藤編廢紙簍,ラタンのくずかご,라탄 쓰레기통,мусорка из ротанга
Ftr_04046,1.0.0,rattan end table,rattan end table,Flechttischchen,mesa de ratán,mesa de mimbre,guéridon jonc,guéridon rotin,tavolino di rattan,rotan bijzettafel,藤编边桌,藤編邊桌,ラタンのサイドテーブル,라탄 사이드 테이블,круглый стол из ротанга
Ftr_04047,1.0.0,rattan stool,rattan stool,Flechthocker,taburete de ratán,taburete de mimbre,tabouret jonc,tabouret rotin,sgabello di rattan,rotan kruk,藤编凳子,藤編凳子,ラタンのスツール,라탄 스툴,табурет из ротанга
